appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,total_reviews,review_score,success,log_success,log_reviews,log_playtime
668770,Solarium,2017-07-27,1,Sunfleck Software,Sunfleck Software,windows,0,Single-player,Adventure;Free to Play;Simulation,Free to Play;Adventure;Simulation,0,76,44,0,0,50000-100000,0.0,120,0.6333333333333333,76.0,4.343805421853684,4.795790545596741,0.0
668850,The Istrys,2017-09-01,1,Hohng LLC,Hohng LLC,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Leaderboards,Casual,Casual,51,4,2,0,0,0-20000,0.0,6,0.6666666666666666,4.0,1.6094379124341005,1.9459101490553128,0.0
669440,IKAROS,2017-09-02,1,Studio Mori,Studio Mori,windows,0,Single-player,Adventure;Free to Play;Indie,Free to Play;Adventure;Indie,0,22,4,0,0,20000-50000,0.0,26,0.8461538461538461,22.0,3.1354942159291497,3.295836866004329,0.0
669580,The Ultimatest Battle,2017-09-12,1,Ediogames,Ediogames,windows;mac,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,Action;Free to Play;Indie;Massively Multiplayer,Free to Play;Action;Indie,0,378,110,35,61,100000-200000,0.0,488,0.7745901639344263,378.0,5.937536205082426,6.192362489474872,3.58351893845611
669630,Hollowed,2017-11-02,1,Project Polish Productions,Project Polish Productions,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Indie;Action;Adventure,18,92,21,0,0,20000-50000,0.0,113,0.8141592920353983,92.0,4.532599493153256,4.736198448394496,0.0
670290,Real Pool 3D - Poolians,2018-01-04,1,Poolians.com,ThankGame.com,windows,0,Single-player;Multi-player;Online Multi-Player;In-App Purchases;Stats,Casual;Free to Play;Indie;Simulation;Sports,Free to Play;Simulation;Sports,0,612,236,106,187,200000-500000,0.0,848,0.7216981132075472,612.0,6.418364935936212,6.744059186311348,4.672828834461906
670500,RC Plane 3,2017-08-07,1,FrozenPepper S.R.L,FrozenPepper S.R.L.,windows;mac,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Leaderboards,Racing;Simulation;Sports,Simulation;Racing;Sports,38,47,27,0,0,20000-50000,0.0,74,0.6351351351351351,47.0,3.871201010907891,4.31748811353631,0.0
670830,VR Trivia Battle,2018-10-23,1,RLTY CHK,RLTY CHK,windows,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,Casual;Free to Play,Free to Play;Casual;VR,0,7,2,0,0,0-20000,0.0,9,0.7777777777777778,7.0,2.079441541679836,2.302585092994046,0.0
671310,Pararea--Social VR for Everyone (Beta),2017-09-15,1,Metaverse,Metaverse,windows,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer,Casual;Free to Play;Massively Multiplayer;RPG;Sports;Early Access,Early Access;Free to Play;Casual,0,19,9,0,0,20000-50000,0.0,28,0.6785714285714286,19.0,2.995732273553991,3.367295829986474,0.0
671690,[MARS] Total Warfare,2018-12-01,1,TCR,TCR,windows,0,Online Multi-Player;MMO,Action;Free to Play;Massively Multiplayer;Strategy,Free to Play;Strategy;Action,0,40,16,0,0,0-20000,0.0,56,0.7142857142857143,40.0,3.713572066704308,4.04305126783455,0.0
671700,Dead Horizon,2017-08-11,1,14 Hours Productions,14 Hours Productions,windows;mac;linux,0,Single-player,Action;Adventure;Indie,Indie;Action;Pixel Graphics,0,221,11,0,0,0-20000,0.0,232,0.9525862068965516,221.0,5.402677381872279,5.4510384535657,0.0
671720,Robin,2018-02-08,1,Isabelle Dela Torre;José Fernando Gracia;Annaliese Bevan;Poppy de Raad,Group Pug,windows,0,Single-player;Steam Achievements;Captions available,Casual;Free to Play;Indie;Simulation,Free to Play;Simulation;Indie,6,317,56,0,0,50000-100000,0.0,373,0.8498659517426274,317.0,5.762051382780177,5.924255797414532,0.0
672000,System Goose Overload,2017-08-04,1,Joseph Calabro,Joseph Calabro,windows,0,Single-player;Partial Controller Support,Adventure;Indie;RPG,Adventure;RPG;Indie,0,40,3,0,0,0-20000,0.0,43,0.9302325581395348,40.0,3.713572066704308,3.784189633918261,0.0
672640,War Robots VR: The Skirmish,2017-08-10,1,Pixonic,Pixonic,windows,0,Single-player;Full controller support;VR Support,Action;Free to Play;Simulation,Free to Play;Action;Robots,0,422,84,0,0,200000-500000,0.0,506,0.83399209486166,422.0,6.0473721790462776,6.228511003591184,0.0
672650,MONITOR: The Game,2017-09-15,1,DNT Games,DNT Games,windows,0,Single-player;Steam Achievements;Commentary available,Sexual Content;Violent;Free to Play,Free to Play;Violent;Sexual Content,53,43,5,0,0,20000-50000,0.0,48,0.8958333333333334,43.0,3.784189633918261,3.8918202981106265,0.0
672680,Call of War,2017-10-21,1,Bytro Labs GmbH,Bytro Labs GmbH,windows;mac,0,Multi-player;Online Multi-Player;MMO;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,Free to Play;Massively Multiplayer;Simulation;Strategy,Free to Play;Strategy;World War II,147,693,682,219,219,200000-500000,0.0,1375,0.504,693.0,6.542471960506805,7.226936018493289,5.393627546352362
672730,Find You,2017-09-04,1,Byting Games,Byting Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Includes level editor,Free to Play;Indie,Indie;Free to Play;Platformer,7,301,17,612,612,50000-100000,0.0,318,0.9465408805031448,301.0,5.71042701737487,5.765191102784844,6.418364935936212
673070,The Ranger: Lost Tribe,2017-08-01,1,Leiting Interactive,Leiting Interactive,windows,0,Single-player;Captions available;Steam Cloud,Violent;Action;Adventure;Free to Play;RPG;Simulation,Free to Play;VR;Adventure,0,225,47,4,5,100000-200000,0.0,272,0.8272058823529411,225.0,5.420534999272286,5.60947179518496,1.6094379124341005
673430,Mahjong Magic Islands,2017-10-24,1,Rainbow Games,Rainbow Games,windows,0,Single-player;In-App Purchases,Casual;Free to Play,Free to Play;Casual,0,30,13,28,28,20000-50000,0.0,43,0.6976744186046512,30.0,3.4339872044851463,3.784189633918261,3.367295829986474
673560,IOSoccer,2018-06-08,1,IOSoccer Team,IOSoccer Team,windows,0,Multi-player;Online Multi-Player;Co-op;Online Co-op,Free to Play;Indie;Sports;Early Access,Early Access;Free to Play;Sports,0,368,131,9,9,100000-200000,0.0,499,0.7374749498997996,368.0,5.910796644040527,6.214608098422191,2.302585092994046
673590,Amazing Thailand VR Experience,2017-11-13,1,"F.U.U.M. Co., Ltd.","F.U.U.M. Co., Ltd.",windows,0,Single-player,Casual,Casual;VR,0,3,4,0,0,0-20000,0.0,7,0.4285714285714285,3.0,1.3862943611198906,2.079441541679836,0.0
673620,Slizer Battle Management System,2018-05-07,1,slizer88,slizer88,windows,0,Single-player;Captions available,Free to Play;Indie;Simulation;Strategy,Free to Play;Strategy;Simulation,0,36,10,0,0,20000-50000,0.0,46,0.782608695652174,36.0,3.610917912644224,3.8501476017100575,0.0
673900,Avem33,2017-08-04,1,WaVR,WaVR,windows,0,Single-player,Casual;Free to Play;Indie;Racing,Free to Play;Racing;Casual,0,17,13,0,0,20000-50000,0.0,30,0.5666666666666667,17.0,2.8903717578961645,3.4339872044851463,0.0
673940,Dragon Glory,2017-10-10,1,TeamTop Games,101XP,windows,0,Online Multi-Player;MMO;Steam Trading Cards;In-App Purchases,Nudity;Action;Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;Nudity;RPG,0,26,33,0,0,20000-50000,0.0,59,0.4406779661016949,26.0,3.295836866004329,4.0943445622221,0.0
674130,Bare Metal,2017-12-01,1,Michael McCartney,Michael McCartney,windows;mac,0,Single-player;Online Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Full controller support,Free to Play;Indie;Simulation;Strategy,Free to Play;Indie;Strategy,0,57,10,0,0,0-20000,0.0,67,0.8507462686567164,57.0,4.060443010546419,4.219507705176107,0.0
674400,Einar,2017-07-20,1,DreamPunks,DreamPunks,windows,0,Single-player;Full controller support,Violent;Action;Casual;Free to Play;Indie;Strategy,Free to Play;Action;Survival,0,852,533,21,21,200000-500000,0.0,1385,0.6151624548736462,852.0,6.748759547491679,7.234177179749849,3.091042453358316
674580,Fare Thee Well,2018-04-06,1,Watercress Studios,Watercress Studios,windows;mac;linux,0,Single-player,Free to Play,Free to Play;Visual Novel;Anime,0,75,2,0,0,0-20000,0.0,77,0.974025974025974,75.0,4.330733340286331,4.356708826689592,0.0
675230,Secondhand Lands,2017-12-01,1,"Callipygian Games, LLC","Callipygian Games, LLC",windows,0,Online Multi-Player;MMO;Online Co-op;Steam Achievements;In-App Purchases;Steam Cloud,Adventure;Casual;Free to Play;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;Adventure,18,39,23,0,0,0-20000,0.0,62,0.6290322580645161,39.0,3.688879454113936,4.143134726391533,0.0
675560,NAVYFIELD,2017-09-26,1,SDEnterNET,Naiadgames,windows,0,Multi-player;Online Multi-Player;MMO;In-App Purchases,Free to Play;Massively Multiplayer;RPG;Simulation;Strategy,Strategy;Massively Multiplayer;Free to Play,0,207,100,0,0,50000-100000,0.0,307,0.6742671009771987,207.0,5.337538079701318,5.730099782973574,0.0
675630,Super POTUS Trump,2017-08-08,1,"Emerson Design, Inc.","Emerson Design, Inc.",windows,0,Single-player;Steam Achievements;Steam Leaderboards,Casual;Free to Play;Indie,Free to Play;Casual;Indie,12,216,170,10,10,50000-100000,0.0,386,0.5595854922279793,216.0,5.37989735354046,5.958424693029782,2.3978952727983707
676070,an Orc's Tale: Kriegsruf,2017-08-15,0,Deydrihm,Deydrihm,windows,0,Single-player;Partial Controller Support;Commentary available,Violent;Adventure;Free to Play;Indie;RPG;Early Access,Early Access;Free to Play;Adventure,0,14,6,0,0,0-20000,0.0,20,0.7,14.0,2.70805020110221,3.044522437723423,0.0
676470,Sommad,2017-08-07,1,Rovango Studio,Rovango Studio,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen,Adventure;Casual;Indie,Adventure;Indie;Casual,0,18,0,0,0,0-20000,0.0,18,1.0,18.0,2.9444389791664403,2.9444389791664403,0.0
676490,Heroes of Civilizations,2017-08-11,1,Heroes Dev Team,Heroes Dev Team,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Includes level editor,Free to Play;Indie;Strategy,Free to Play;Strategy;Indie,20,12,31,0,0,20000-50000,0.0,43,0.2790697674418604,12.0,2.5649493574615367,3.784189633918261,0.0
676770,Island Dash,2017-08-30,1,Flo Knödl;Johannes Fischer;Michael Hütter;Christoph Müller;Simon Eberl;Thomas Kern;Lukas Schönwiese,Flo Knödl,windows,0,Single-player,Adventure;Casual;Free to Play;Indie,Free to Play;Adventure;Indie,1,388,77,52,52,50000-100000,0.0,465,0.8344086021505376,388.0,5.963579343618446,6.144185634125646,3.970291913552122
676800,Dark Descent: The Blue Rose,2017-07-20,1,Steve Antoniadis,Minibrute Games,windows,0,Single-player,Adventure;Casual;Indie;RPG,Adventure;Indie;Casual,0,10,3,0,0,0-20000,0.0,13,0.7692307692307693,10.0,2.3978952727983707,2.6390573296152584,0.0
678090,Symploke: Legend of Gustavo Bueno (Chapter 1),2017-09-30,1,Videojuegos Fermín,Videojuegos Fermín,windows,0,Single-player,Adventure;Free to Play;Indie,Free to Play;Adventure;Indie,0,37,10,0,0,0-20000,0.0,47,0.7872340425531915,37.0,3.6375861597263857,3.871201010907891,0.0
678450,Full-On Paintball,2018-03-12,1,Gamepainters,Gamepainters,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements,Action;Casual;Indie;Massively Multiplayer;Simulation;Sports,Action;Massively Multiplayer;Indie,88,6,10,0,0,0-20000,0.0,16,0.375,6.0,1.9459101490553128,2.833213344056216,0.0
678800,SAS: Zombie Assault 4,2017-10-16,1,Ninja Kiwi,Ninja Kiwi,windows;mac,0,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;In-App Purchases;Steam Leaderboards,Action;Free to Play;RPG,Free to Play;Multiplayer;Zombies,59,2086,501,40,41,500000-1000000,0.0,2587,0.8063393892539621,2086.0,7.643482907077201,7.858640655620791,3.713572066704308
678940,Nox Dei,2017-12-01,0,Binary Souls,Binary Souls,windows,0,Single-player,RPG,RPG;RPGMaker,0,12,1,0,0,0-20000,0.0,13,0.9230769230769232,12.0,2.5649493574615367,2.6390573296152584,0.0
679400,Relik,2017-10-18,1,Iron 27,Iron 27,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Steam Trading Cards;In-App Purchases,Free to Play;Indie;Strategy;Early Access,Early Access;Free to Play;Indie,0,128,17,0,0,20000-50000,0.0,145,0.8827586206896552,128.0,4.859812404361672,4.983606621708336,0.0
679470,Solenars Edge Rebirth,2017-08-01,1,Team Syukino,Team Syukino,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Indie;RPG,RPG;Indie;Anime,5,21,6,0,0,0-20000,0.0,27,0.7777777777777778,21.0,3.091042453358316,3.332204510175204,0.0
680040,Kukui,2017-08-09,1,Sijawa Production,Sijawa Production,windows,0,Single-player,Adventure;Casual;Indie;RPG,Adventure;Indie;Casual,3,2,3,0,0,0-20000,0.0,5,0.4,2.0,1.0986122886681098,1.791759469228055,0.0
680170,VR Triber,2017-10-26,1,VR Triber,VR Triber,windows,0,Multi-player;Online Multi-Player;Online Co-op,Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;Racing;Simulation;Sports;Early Access,Early Access;Free to Play;Massively Multiplayer,0,6,8,0,0,0-20000,0.0,14,0.4285714285714285,6.0,1.9459101490553128,2.70805020110221,0.0
680310,Poker World - Single Player,2017-08-27,1,Azerion;Youda Games Holding B.V.,Azerion,windows,0,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Leaderboards,Casual;Free to Play;Simulation,Free to Play;Simulation;Casual,50,69,84,0,0,50000-100000,0.0,153,0.4509803921568627,69.0,4.248495242049359,5.0369526024136295,0.0
680730,Plight,2018-02-02,1,NewFort Studios,Castle Production Services,windows,0,Single-player,Adventure;Free to Play;Indie,Free to Play;Indie;Adventure,0,19,6,0,0,0-20000,0.0,25,0.76,19.0,2.995732273553991,3.258096538021482,0.0
681500,Lumber King,2017-08-16,1,WnMStudio,WnMStudio,windows,0,Single-player;Steam Achievements;Steam Cloud,Free to Play,Free to Play;Clicker,8,46,76,0,0,20000-50000,0.0,122,0.3770491803278688,46.0,3.8501476017100575,4.812184355372417,0.0
681660,Bless Online,2018-10-23,1,NEOWIZ BLESS STUDIO,NEOWIZ,windows,0,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,Action;Adventure;Free to Play;Massively Multiplayer;RPG,MMORPG;Open World;Massively Multiplayer,55,3960,5806,5598,8392,200000-500000,0.0,9766,0.405488429244317,3960.0,8.284251797621916,9.186764635447478,8.630343289348893
682290,Zeus' Battlegrounds,2018-09-28,1,Industry Games,Industry Games,windows,0,Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases;Stats,Action;Free to Play;Massively Multiplayer;Early Access,Early Access;Free to Play;Action,22,474,398,0,0,200000-500000,0.0,872,0.5435779816513762,474.0,6.163314804034641,6.771935555839602,0.0
682420,DimensionsVS,2018-08-20,1,TeePee Studios,TeePee Studios,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Partial Controller Support,Action;Free to Play;Indie;Early Access,Early Access;Free to Play;Action,0,68,39,0,0,20000-50000,0.0,107,0.6355140186915887,68.0,4.23410650459726,4.68213122712422,0.0
682620,Cosmos Invictus,2018-06-27,1,Pegnio Ltd,Pegnio Ltd,windows,0,Single-player;Online Multi-Player;Steam Achievements;In-App Purchases,Free to Play;Massively Multiplayer;Strategy;Early Access,Early Access;Free to Play;Massively Multiplayer,10,23,26,0,0,0-20000,0.0,49,0.4693877551020408,23.0,3.1780538303479458,3.912023005428146,0.0
682740,Data Thief,2018-04-10,1,"Ottercopter Studios, LLC","Ottercopter Studios, LLC",windows,0,Single-player;Steam Achievements;Steam Leaderboards,Indie,Indie;VR,13,5,2,0,0,0-20000,0.0,7,0.7142857142857143,5.0,1.791759469228055,2.079441541679836,0.0
682960,Purgation,2017-10-06,1,Arttu Tuovinen;Paul Georgeon;Corentin Jezequel;Eddine Omar;Alexandre Petrault;Johan Rendy,Michael Callaghan,windows,0,Single-player;Steam Achievements;Steam Cloud,Violent;Gore;Indie,Indie;Gore;Violent,6,5,4,0,0,0-20000,0.0,9,0.5555555555555556,5.0,1.791759469228055,2.302585092994046,0.0
682970,MineFight,2017-09-23,1,Talpel Games,Talpel Games,windows,0,Local Multi-Player;Shared/Split Screen,Action;Free to Play;Indie,Free to Play;Action;Indie,0,27,99,0,0,50000-100000,0.0,126,0.2142857142857142,27.0,3.332204510175204,4.844187086458591,0.0
683670,BLOKDODGE,2017-09-19,1,Maxwell Volz;David Zeiser,David Zeiser,windows,0,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Casual;Free to Play;Indie,Free to Play;Indie;Casual,13,26,3,0,0,0-20000,0.0,29,0.896551724137931,26.0,3.295836866004329,3.4011973816621555,0.0
683730,CrownFall,2017-08-17,1,EnchantedLands;Oddeyefish,PsychoFlux Entertainment,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Indie,Action;Indie;Shooter,105,8,9,0,0,0-20000,0.0,17,0.4705882352941176,8.0,2.19722457733622,2.8903717578961645,0.0
683930,A Wonder,2017-11-13,1,Class of  2016-2017,Campus ADN,windows,0,Single-player;Full controller support;Commentary available,Adventure;Casual;Free to Play;Indie,Free to Play;Adventure;Casual,0,44,41,0,0,50000-100000,0.0,85,0.5176470588235295,44.00000000000001,3.80666248977032,4.454347296253507,0.0
684210,7,2018-01-26,1,Zac,Zac,windows,0,Single-player;Partial Controller Support,Adventure;Free to Play;Indie,Free to Play;Indie;Adventure,10,86,22,0,0,20000-50000,0.0,108,0.7962962962962963,86.0,4.465908118654584,4.691347882229144,0.0
684250,月之暗面 The Dark Side Of The Moon,2017-08-21,0,一杯烟雨游戏工作室,一杯烟雨游戏工作室,windows,0,Single-player;Online Multi-Player,Casual;Free to Play;Indie;Strategy,Free to Play;Casual;Strategy,0,30,19,0,0,20000-50000,0.0,49,0.6122448979591837,30.0,3.4339872044851463,3.912023005428146,0.0
684380,MermaidVR Video Player,2017-08-15,1,Mermaid VR Inc.,Mermaid VR Inc.,windows,0,Partial Controller Support,Utilities;Video Production,Utilities;Video Production;VR,0,67,14,0,0,50000-100000,0.0,81,0.8271604938271605,67.0,4.219507705176107,4.406719247264253,0.0
684400,Power War:The First Men,2018-03-22,1,Andrea Mancuso;Graziano Ferraro,Ferman Studio,windows,0,Multi-player;Online Multi-Player,Violent;Action;Indie;Massively Multiplayer,Indie;Action;Massively Multiplayer,0,3,1,0,0,0-20000,0.0,4,0.75,3.0,1.3862943611198906,1.6094379124341005,0.0
685200,Seconds to Square,2017-08-23,1,Fast Fall Studios,Fast Fall Studios,windows;mac,0,Single-player,Action;Free to Play;Indie;Early Access,Early Access;Free to Play;Action,0,41,15,0,0,0-20000,0.0,56,0.7321428571428571,41.0,3.737669618283368,4.04305126783455,0.0
685310,Transport Defender,2017-09-11,1,Coconut Shavers,Coconut Shavers,windows,0,Single-player;Steam Achievements;In-App Purchases;Steam Cloud;Stats,Casual;Free to Play;Strategy,Free to Play;Clicker;Casual,362,192,58,104,104,50000-100000,0.0,250,0.768,192.0,5.262690188904886,5.525452939131784,4.653960350157523
685420,Grace of Zordan,2017-10-25,1,Cybergrotex,Cybergrotex,windows,0,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud;Stats;Steam Leaderboards,Free to Play;Indie;Strategy;Early Access,Early Access;Free to Play;Indie,15,82,64,0,0,20000-50000,0.0,146,0.5616438356164384,82.0,4.418840607796598,4.990432586778736,0.0
685450,Cobos,2017-10-17,1,Anton Shatalov,Anton Shatalov,windows,0,Single-player,Action;Early Access,Early Access;Action,0,6,0,0,0,0-20000,0.0,6,1.0,6.0,1.9459101490553128,1.9459101490553128,0.0
686010,The Hunt - Rebuilt,2017-09-12,1,Peddler Games,Peddler Games,windows,0,Single-player,Indie;RPG,Indie;Violent;RPG,0,12,1,0,0,0-20000,0.0,13,0.9230769230769232,12.0,2.5649493574615367,2.6390573296152584,0.0
686340,Insanity VR: Last Score,2017-08-15,1,Threevol,Threevol,windows,0,Single-player,Violent;Gore;Adventure;Free to Play;Indie,Free to Play;Adventure;Horror,0,109,16,1,1,20000-50000,0.0,125,0.872,109.0,4.700480365792417,4.836281906951478,0.6931471805599453
686870,Lost Items,2017-08-03,1,ZoR Dev,ZoR Dev,windows,0,Single-player,Free to Play;Indie;Early Access,Early Access;Free to Play;Indie,0,20,8,0,0,0-20000,0.0,28,0.7142857142857143,20.0,3.044522437723423,3.367295829986474,0.0
686940,Captivus,2017-10-03,1,Christopher Howard,Christopher Howard,windows,0,Online Multi-Player;Steam Leaderboards,Casual;Strategy;Early Access,Early Access;Strategy;Casual,0,4,3,0,0,0-20000,0.0,7,0.5714285714285714,4.0,1.6094379124341005,2.079441541679836,0.0
686950,AESCULAP® OrthoPilot®Elite VR Palpation,2017-09-18,1,NMY Mixed-Reality Communication GmbH,B. Braun,windows,0,Single-player;Steam Leaderboards,Casual;Free to Play;Simulation,Free to Play;Simulation;Casual,0,6,2,0,0,0-20000,0.0,8,0.75,6.0,1.9459101490553128,2.19722457733622,0.0
687280,The Awakening,2017-09-21,1,Dark Polygon Ltda.;Jalomot Ltda.,Dark Polygon Ltda.,windows;mac,0,Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,Free to Play;Strategy,Free to Play;Strategy;Card Game,0,29,25,1,1,50000-100000,0.0,54,0.5370370370370371,29.000000000000004,3.4011973816621555,4.007333185232471,0.6931471805599453
687320,MINE!,2017-09-05,1,Tantrum Lab,Tantrum North America,windows,0,Single-player,Action,Action;VR,0,8,4,0,0,0-20000,0.0,12,0.6666666666666666,8.0,2.19722457733622,2.5649493574615367,0.0
687590,Juniper's Knot,2017-08-29,1,Dischan Media,Dischan Media,windows;mac;linux,0,Single-player;Partial Controller Support,Casual;Indie,Indie;Casual;Visual Novel,0,142,5,0,0,0-20000,0.0,147,0.9659863945578232,142.0,4.962844630259907,4.997212273764115,0.0
687630,Epic Cards Battle 2 (TCG),2018-09-07,1,momoStorm Entertainment,momoStorm Entertainment,windows,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,Adventure;Casual;Free to Play;Strategy,Free to Play;Strategy;Adventure,0,53,33,0,0,20000-50000,0.0,86,0.6162790697674418,53.0,3.9889840465642745,4.465908118654584,0.0
687730,My Way VR,2017-11-20,1,Destinations VR,Destinations VR,windows,0,Single-player,Casual;Simulation,Casual;Simulation;VR,0,1,3,0,0,0-20000,0.0,4,0.25,1.0,0.6931471805599453,1.6094379124341005,0.0
687850,Head Goal: Soccer Online,2017-08-18,1,Unusualsoft,Unusualsoft,windows;mac,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;In-App Purchases,Action;Free to Play;Sports,Free to Play;Action;Sports,0,272,81,58,58,50000-100000,0.0,353,0.7705382436260623,272.0,5.60947179518496,5.869296913133774,4.07753744390572
687870,CINEVR - The Movie Theater,2017-08-28,1,CINEMUR,CINEMUR,windows,0,Full controller support;In-App Purchases,Utilities,Utilities;VR;Simulation,0,13,16,0,0,0-20000,0.0,29,0.4482758620689655,13.0,2.6390573296152584,3.4011973816621555,0.0
687980,Mothlight,2017-08-25,1,Samu,Samu,windows,0,Single-player;Partial Controller Support,Free to Play;Indie;RPG,Free to Play;RPG;Indie,0,242,12,0,0,20000-50000,0.0,254,0.952755905511811,242.0,5.493061443340548,5.541263545158426,0.0
688500,Rise of One,2017-09-07,1,Patriot Game Studio,Patriot Game Studio,windows,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;In-App Purchases,Action;Free to Play;Indie;Strategy;Early Access,Early Access;Strategy;Free to Play,0,54,26,0,0,0-20000,0.0,80,0.675,54.0,4.007333185232471,4.394449154672439,0.0
688650,You Doesn't Exist,2017-09-26,1,Yo252yo,Yo252yo,windows;linux,0,Single-player,Free to Play;RPG,Free to Play;RPG;Psychedelic,0,31,23,0,0,0-20000,0.0,54,0.5740740740740741,31.0,3.4657359027997265,4.007333185232471,0.0
688940,Steve's Pub - Soda on tap,2018-09-20,1,gitcare,gitcare,windows,0,Single-player,Action;Casual;Free to Play;Indie,Free to Play;Action;Indie,0,2,2,0,0,0-20000,0.0,4,0.5,2.0,1.0986122886681098,1.6094379124341005,0.0
689090,Microtransaction Simulator,2017-09-14,1,chlsea,chlsea,windows;mac,0,Single-player;Steam Achievements,Free to Play;Simulation,Free to Play;Simulation;Memes,34,653,93,54,66,20000-50000,0.0,746,0.8753351206434317,653.0,6.483107351457199,6.616065185132817,4.007333185232471
689400,Madu Maths,2017-09-01,1,Tzar Leonardi,Tzar Leonardi,windows;mac,0,Single-player,Casual;Free to Play;Indie,Free to Play;Casual;Indie,15,94,18,0,0,0-20000,0.0,112,0.8392857142857143,94.0,4.553876891600541,4.727387818712341,0.0
689580,TurnSignal,2017-08-28,1,Ben Otter,Otter-Co,windows,0,Steam Cloud,Software Training;Utilities,Utilities;Software Training;VR,0,138,5,0,0,20000-50000,0.0,143,0.965034965034965,138.0,4.934473933130692,4.969813299576001,0.0
689830,DUELEUM,2017-09-15,1,nohoho (Individual),nohoho,windows,0,Single-player,Action;Free to Play;Early Access,Early Access;Free to Play;Action,0,8,4,0,0,0-20000,0.0,12,0.6666666666666666,8.0,2.19722457733622,2.5649493574615367,0.0
690060,SORE,2017-10-05,1,Bazitov Mikhail,Bazitov Mikhail,windows,0,Single-player;Steam Achievements;Full controller support,Free to Play;Indie,Free to Play;Indie;Puzzle,8,149,89,40,40,20000-50000,0.0,238,0.6260504201680672,149.0,5.010635294096256,5.476463551931511,3.713572066704308
690200,Capsular,2018-04-27,1,Gunschlinger,Gunschlinger,windows,0,Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements,Action;Indie;Early Access,Early Access;Action;Indie,22,27,0,0,0,0-20000,0.0,27,1.0,27.0,3.332204510175204,3.332204510175204,0.0
690220,Call Me Skyfish,2017-08-15,1,Gerald David Becker,Gerald David Becker,windows,0,Single-player,Action,Action,0,3,5,0,0,0-20000,0.0,8,0.375,3.0,1.3862943611198906,2.19722457733622,0.0
690510,Black Survival / 黑色幸存者,2019-03-19,1,O'olBlue Inc.,O'olBlue Inc.,windows,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases;Partial Controller Support,Free to Play;Indie;Strategy,Free to Play;Survival;Anime,0,1097,349,617,1003,200000-500000,0.0,1446,0.7586445366528354,1097.0,7.001245622069476,7.277247726631484,6.42648845745769
690610,MagiCats Builder (Crazy Dreamz),2018-07-10,1,Dreamz Studio,Dreamz Studio,windows;mac,0,Single-player;Local Multi-Player;Co-op;Local Co-op;Steam Achievements;In-App Purchases;Partial Controller Support;Includes level editor,Adventure;Free to Play;Indie,Free to Play;Indie;Puzzle-Platformer,83,123,58,61,61,50000-100000,0.0,181,0.6795580110497238,123.0,4.820281565605037,5.204006687076795,4.127134385045092
690930,Evening Surprise,2017-09-15,1,Aleksandr Soldatov;Leonid Kozhushko,Aleksandr Soldatov,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Free to Play;Indie,Free to Play;Indie;Visual Novel,4,440,52,0,0,20000-50000,0.0,492,0.8943089430894309,440.0,6.089044875446846,6.20050917404269,0.0
